t,z,a
0.3039999008178711,0.5513280022068208,True
0.6480000019073486,0.5501969217732487,True
1.0090000629425049,0.5619522559355136,True
1.38100004196167,0.5715834875732367,True
1.753000020980835,0.5700472852949803,True
2.128000020980835,0.5637860102455925,False
2.497999906539917,0.5482722334368307,False
2.9089999198913574,0.5361664853145113,False
3.309999942779541,0.517520060422263,False
3.690000057220459,0.49738609821525315,False
4.358000040054321,0.47339846124984974,False
4.723999977111816,0.45231958548838375,False
5.124000072479248,0.42144568669014615,False
5.572000026702881,0.402670533206969,False
5.934999942779541,0.37533073819431023,False
6.286999940872192,0.3508725789627742,False
6.733999967575073,0.31449625249909047,False
7.058000087738037,0.28708741551551653,False
7.4100000858306885,0.2782138945025509,False
7.750999927520752,0.29395739724202014,True
8.118000030517578,0.29666110959824243,True
8.5,0.2654000620417875,True
8.894000053405762,0.2708157006681782,True
9.257999897003174,0.3299924360710158,False
9.629999876022339,0.35437085882020536,False
10.02999997138977,0.39009312329002876,False
10.367000102996826,0.4379323875308767,False
10.721999883651733,0.5025959261828701,False
11.059999942779541,0.5618383142154157,False
11.447999954223633,0.6181658225359691,False
11.818000078201294,0.6750709931802281,False
12.16100001335144,0.7165916714920384,False
12.49399995803833,0.7734603632650177,False
12.85699987411499,0.8077808699608744,True
13.243000030517578,0.8633346425166657,True
13.655999898910522,0.8366530777981224,True
14.124000072479248,0.812942896433121,True
14.539000034332275,0.7916230984710098,True
14.898000001907349,0.7677101419803843,True
15.29699993133545,0.7431520489875387,True
15.628000020980835,0.7258145039179177,True
16.027999877929688,0.7186416860484344,True
16.39299988746643,0.7123324289675614,True
16.74399995803833,0.7092965553181753,True
17.140000104904175,0.7039481633174691,False
17.486999988555908,0.6943987644971705,False
17.85800004005432,0.6758012314300308,False
18.23799991607666,0.655142520025362,False
18.618000030517578,0.6491213847260509,False
18.990999937057495,0.637312430237562,True
19.41100001335144,0.5962138875609401,True
19.76900005340576,0.5274985987242137,True
20.14400005340576,0.48496952728230547,True
20.507999897003174,0.45198982841300805,True
20.86899995803833,0.36517703151393416,False
21.198999881744385,0.29442533899409307,False
21.592000007629395,0.23810470664815694,False
21.94600009918213,0.200183633698241,True
22.329999923706055,0.15690031442927338,True
22.707000017166138,0.12893563134261848,True
23.11400008201599,0.10237248077772375,True
23.55299997329712,0.10177952409839747,True
23.918999910354614,0.12537902792332684,True
24.2739999294281,0.13524941462490925,True
24.64299988746643,0.16828566803486047,True
24.98799991607666,0.13190036554797718,True
25.480000019073486,0.13834098030720182,False
25.950000047683716,0.13444177459992632,True
26.39400005340576,0.13868285140176922,True
26.727999925613403,0.1341526916930069,True
27.056999921798706,0.14157159051532342,True
27.39800000190735,0.15032343460034658,True
27.736999988555908,0.1721094579077221,True
28.066999912261963,0.19309780214507344,True
28.40400004386902,0.22458430077875802,True
28.789999961853027,0.2624039473196921,True
29.124000072479248,0.2962109540269105,False
29.45300006866455,0.3284277852264428,False
29.8510000705719,0.3726867845052726,False
30.216000080108643,0.4234522051722273,False
