t,z,a
0.2569999694824219,True,True
0.627000093460083,True,True
0.9709999561309814,True,True
1.6119999885559082,True,True
1.9630000591278076,True,True
2.321000099182129,False,False
2.6570000648498535,False,True
3.0360000133514404,False,True
3.433000087738037,False,True
3.7820000648498535,False,True
4.377000093460083,False,True
4.707000017166138,False,True
5.051000118255615,False,True
5.420000076293945,False,True
5.769000053405762,False,True
6.0940001010894775,False,True
6.426000118255615,False,True
6.766999959945679,False,False
7.120000123977661,False,False
7.474999904632568,False,False
7.819000005722046,False,False
8.164000034332275,False,False
8.54800009727478,False,False
8.877000093460083,False,False
9.223000049591064,False,False
9.620000123977661,False,False
9.974999904632568,False,False
10.325999975204468,False,False
10.710000038146973,True,False
11.124000072479248,True,False
11.492000102996826,False,False
11.880000114440918,False,False
12.492000102996826,True,False
12.842000007629395,True,False
13.217999935150146,True,False
13.720999956130981,True,False
14.062999963760376,True,False
14.426000118255615,True,False
14.847000122070312,False,False
15.180000066757202,False,False
15.519999980926514,False,False
16.006999969482422,False,False
16.421000003814697,False,False
16.801000118255615,False,False
17.1489999294281,False,False
17.542999982833862,False,False
17.865000009536743,False,False
18.199000120162964,False,False
18.644999980926514,False,False
18.983999967575073,True,False
19.3510000705719,True,False
19.713000059127808,False,False
20.088000059127808,False,False
20.450999975204468,False,False
20.848000049591064,False,False
21.278000116348267,False,True
21.65400004386902,False,False
21.98799991607666,False,False
22.39800000190735,False,False
22.782000064849854,False,False
23.14800000190735,False,False
23.622999906539917,False,False
23.97499990463257,False,False
24.319000005722046,True,False
24.674000024795532,True,False
25.908999919891357,True,False
27.57100009918213,True,False
29.352999925613403,True,False
30.230000019073486,True,False
