t,z,a
0.247999906539917,True,True
0.6039998531341553,True,True
0.9789998531341553,True,True
1.3889999389648438,True,True
1.7660000324249268,True,True
2.1410000324249268,True,True
2.5789999961853027,True,False
2.9549999237060547,False,False
3.317999839782715,False,False
3.7189998626708984,False,False
4.072999954223633,True,False
4.485999822616577,False,False
4.83899998664856,False,False
5.269999980926514,False,False
5.613999843597412,False,False
6.06499981880188,False,False
6.503999948501587,False,False
6.853999853134155,False,False
7.223999977111816,False,False
7.638000011444092,False,False
8.029000043869019,False,False
8.41599988937378,False,False
8.763999938964844,False,False
9.210000038146973,False,False
9.566999912261963,False,False
9.950000047683716,False,False
10.401000022888184,False,False
10.783999919891357,True,False
11.139999866485596,True,False
11.562999963760376,False,False
11.941999912261963,False,False
12.307999849319458,False,False
12.804999828338623,True,False
13.148000001907349,True,False
13.497999906539917,True,False
13.861999988555908,True,False
14.303999900817871,True,False
14.651000022888184,True,False
15.009999990463257,True,False
15.399999856948853,True,False
15.753000020980835,True,False
16.116999864578247,True,False
16.441999912261963,True,False
16.875,True,False
17.22599983215332,True,False
17.563999891281128,True,False
17.967000007629395,True,False
18.325999975204468,True,False
18.694999933242798,True,False
19.103999853134155,True,False
19.546000003814697,True,False
19.901000022888184,True,False
20.312000036239624,True,True
20.700000047683716,True,True
21.04199981689453,True,True
21.473999977111816,True,True
21.891000032424927,True,False
22.26199984550476,True,False
22.625999927520752,True,False
23.05999994277954,True,False
23.444000005722046,True,False
23.804999828338623,True,False
24.191999912261963,True,False
24.575999975204468,True,False
24.905999898910522,True,False
25.263999938964844,True,False
25.812999963760376,True,False
26.185999870300293,True,False
26.560999870300293,True,False
27.000999927520752,True,False
27.371999979019165,True,False
27.899999856948853,True,False
28.359999895095825,True,False
28.73099994659424,True,False
29.24899983406067,True,False
29.721999883651733,True,False
30.10699987411499,True,False
