t,z,a
0.35500001907348633,True,True
0.6740000247955322,True,True
1.0130000114440918,True,True
1.3959999084472656,True,True
1.7320001125335693,True,True
2.0380001068115234,True,False
2.3559999465942383,True,False
2.684999942779541,False,False
3.0929999351501465,False,False
3.430999994277954,False,False
3.759999990463257,False,False
4.144999980926514,False,False
4.484999895095825,False,False
4.835999965667725,False,False
5.1570000648498535,False,True
5.63100004196167,False,False
5.999000072479248,False,False
6.36299991607666,False,False
6.691999912261963,False,False
7.072000026702881,False,True
7.415999889373779,False,True
7.73799991607666,False,False
8.13700008392334,False,False
8.532000064849854,False,False
8.842000007629395,False,False
9.500999927520752,False,False
9.852999925613403,False,False
10.199000120162964,False,False
10.582000017166138,False,False
10.914999961853027,False,False
11.279000043869019,False,False
11.621000051498413,False,False
12.00600004196167,False,False
12.382999897003174,False,False
12.726999998092651,False,False
13.167999982833862,False,False
13.506999969482422,False,False
13.859999895095825,False,False
14.26200008392334,False,False
14.624000072479248,False,False
15.006999969482422,False,False
15.384999990463257,False,False
15.926000118255615,False,False
16.250999927520752,False,False
16.59500002861023,False,True
17.009999990463257,False,True
17.36400008201599,False,False
17.71399998664856,False,True
18.06599998474121,False,True
18.44600009918213,False,True
18.825999975204468,False,True
19.174999952316284,False,True
19.575000047683716,False,True
19.926000118255615,False,False
20.266000032424927,False,False
20.62000012397766,False,False
21.032000064849854,False,False
21.374000072479248,False,False
21.711999893188477,True,False
22.151000022888184,False,False
22.492000102996826,True,False
22.86400008201599,True,False
23.282000064849854,False,False
23.621999979019165,False,False
23.980000019073486,False,False
24.299999952316284,True,False
24.704999923706055,True,False
25.038000106811523,True,False
25.447999954223633,True,False
25.835999965667725,True,False
26.183000087738037,True,False
26.55900001525879,True,False
27.01099991798401,True,False
27.414000034332275,True,False
27.746000051498413,True,True
28.124000072479248,True,True
28.532999992370605,True,True
28.859999895095825,True,True
29.217000007629395,True,True
29.552000045776367,True,True
29.907999992370605,True,True
30.27300000190735,True,True
