t,z,a,d
0.27500009536743164,True,True,True
0.5880000591278076,True,True,True
0.9289999008178711,True,True,True
1.2690000534057617,True,True,True
1.6010000705718994,True,True,True
1.9869999885559082,True,False,True
2.324000120162964,False,False,True
2.681999921798706,False,True,True
3.055999994277954,False,True,True
3.453000068664551,False,False,True
3.943000078201294,False,False,True
4.328999996185303,False,False,True
4.641000032424927,False,False,True
4.986999988555908,False,False,True
5.324000120162964,False,False,True
5.644999980926514,False,False,True
6.006999969482422,False,False,True
6.3440001010894775,False,False,True
6.661999940872192,False,True,True
7.062000036239624,False,True,True
7.385999917984009,False,True,True
7.75,False,True,True
8.07800006866455,False,True,True
8.48200011253357,False,True,True
8.812999963760376,False,False,True
9.15499997138977,False,True,True
9.578999996185303,False,True,True
10.2260000705719,False,True,True
10.575999975204468,False,False,True
10.95900011062622,False,False,True
11.309999942779541,False,False,True
11.655999898910522,False,False,True
11.974999904632568,True,False,True
12.365999937057495,True,False,True
12.699000120162964,True,False,True
13.03600001335144,True,False,True
13.496999979019165,True,False,True
13.82200002670288,True,False,True
14.167999982833862,True,False,True
14.497999906539917,True,False,True
14.894999980926514,False,False,True
15.236999988555908,True,False,True
15.597000122070312,True,False,True
16.009999990463257,True,False,True
16.32200002670288,False,False,True
16.64400005340576,True,False,True
16.993000030517578,False,False,True
17.41600012779236,True,False,True
17.757999897003174,True,False,True
18.12000012397766,True,False,True
18.460000038146973,True,False,True
18.847000122070312,True,False,True
19.240999937057495,True,False,True
19.575999975204468,False,False,True
19.941999912261963,False,False,True
20.299999952316284,False,False,True
20.664000034332275,True,False,True
20.997999906539917,False,False,True
21.384000062942505,False,False,True
21.740000009536743,False,False,True
22.10700011253357,False,False,True
22.486000061035156,False,False,True
22.812999963760376,False,False,True
23.176000118255615,False,True,True
23.575000047683716,False,True,True
23.92899990081787,False,True,True
24.27999997138977,False,False,True
24.66100001335144,False,False,True
25.081000089645386,False,True,True
25.41100001335144,False,True,True
25.76699995994568,False,False,True
26.140000104904175,False,False,True
26.526999950408936,False,False,True
26.872999906539917,True,False,True
27.19600009918213,True,False,True
27.588000059127808,True,False,True
27.930000066757202,True,False,True
28.30299997329712,True,False,True
28.64199995994568,True,False,True
29.043999910354614,True,False,True
29.377000093460083,True,False,True
29.700000047683716,True,True,True
30.13599991798401,True,True,True
