t,z,a,d
0.2839999198913574,True,True,False
0.7879998683929443,True,True,False
1.308000087738037,True,True,False
1.6989998817443848,True,True,False
2.1029999256134033,True,True,False
2.5369999408721924,True,False,False
2.8940000534057617,True,False,False
3.2339999675750732,False,False,False
3.6649999618530273,False,False,False
4.0299999713897705,False,False,False
4.378999948501587,False,False,False
4.741999864578247,False,False,False
5.13700008392334,False,False,False
5.539000034332275,False,True,False
5.938999891281128,False,True,False
6.358999967575073,False,True,False
6.802999973297119,False,True,False
7.184000015258789,False,True,False
7.642999887466431,False,True,False
8.055999994277954,False,True,False
8.461999893188477,False,False,False
8.89299988746643,False,False,False
9.306999921798706,True,False,False
10.228999853134155,True,False,False
10.63100004196167,True,False,False
11.103999853134155,True,False,False
11.555000066757202,True,True,False
11.944999933242798,True,True,False
12.351999998092651,True,False,False
12.770999908447266,True,False,False
13.198999881744385,True,False,False
13.58899998664856,True,False,False
14.23199987411499,True,False,False
14.628999948501587,True,False,False
15.029000043869019,True,False,False
15.48199987411499,True,False,False
15.871999979019165,True,False,False
16.325999975204468,True,True,False
16.72000002861023,True,True,False
17.132999897003174,True,True,False
17.588000059127808,True,True,False
18.08299994468689,True,True,False
18.47699999809265,True,True,False
18.86899995803833,True,False,False
19.34599995613098,True,False,False
19.766000032424927,True,False,False
20.21499991416931,True,False,False
20.608999967575073,True,False,False
21.03500008583069,True,False,False
21.467999935150146,True,False,False
21.86899995803833,True,False,False
22.313999891281128,True,False,False
22.73199987411499,True,False,False
23.16000008583069,True,False,False
23.49399995803833,True,False,False
23.842000007629395,True,False,False
24.287999868392944,True,False,False
24.73799991607666,True,False,False
25.10699987411499,True,False,False
25.54699993133545,True,False,False
25.933000087738037,True,False,False
26.286999940872192,True,False,False
26.710999965667725,True,False,False
27.091000080108643,True,False,False
27.466000080108643,True,False,False
27.912999868392944,True,False,False
28.31500005722046,True,False,False
28.670000076293945,True,False,False
29.039999961853027,True,False,False
29.461999893188477,True,False,False
29.832000017166138,True,False,False
30.243000030517578,True,False,False
