t,z,a,d
0.30099987983703613,True,True,True
0.6349999904632568,True,True,True
1.306999921798706,True,True,True
1.7159998416900635,True,True,True
2.049999952316284,True,True,True
2.4159998893737793,True,False,True
2.809999942779541,False,False,True
3.1519999504089355,False,False,True
3.490000009536743,False,False,True
3.8389999866485596,False,False,True
4.23199987411499,False,False,True
4.668999910354614,False,False,True
5.08899998664856,False,False,True
5.501999855041504,False,False,True
5.819999933242798,False,False,True
6.1529998779296875,False,True,True
6.496999979019165,False,False,True
6.9049999713897705,False,True,True
7.257999897003174,False,True,True
7.6549999713897705,False,True,True
8.05299997329712,False,False,True
8.394999980926514,False,False,True
8.715999841690063,False,False,True
9.054999828338623,False,False,True
9.500999927520752,False,False,True
9.88100004196167,False,False,True
10.296000003814697,False,False,True
10.715999841690063,False,False,True
11.042999982833862,False,False,True
11.394000053405762,False,False,True
11.789999961853027,False,False,True
12.149999856948853,False,False,True
12.494999885559082,False,False,True
12.86299991607666,False,False,True
13.289000034332275,False,True,True
13.67799997329712,False,False,True
14.07200002670288,False,True,True
14.490999937057495,False,True,True
14.842000007629395,False,True,True
15.180999994277954,False,True,True
15.638000011444092,False,True,True
16.000999927520752,False,True,True
16.37999987602234,False,False,True
16.79099988937378,False,False,True
17.15999984741211,False,False,True
17.496000051498413,False,False,True
17.860999822616577,True,False,True
18.266000032424927,True,False,True
18.631999969482422,True,False,True
18.98199987411499,True,False,True
19.388000011444092,True,False,True
19.753000020980835,True,False,True
20.098999977111816,False,False,True
20.47000002861023,True,False,True
21.0,True,False,True
21.342000007629395,True,False,True
21.70899987220764,True,False,True
22.121000051498413,True,False,True
22.48300004005432,True,False,True
22.842999935150146,True,False,True
23.23099994659424,True,False,True
23.610999822616577,True,False,True
23.97499990463257,True,False,True
24.35800004005432,True,False,True
24.740999937057495,True,False,True
25.10099983215332,True,False,True
25.447999954223633,True,False,True
25.872999906539917,True,False,True
26.253000020980835,True,False,True
26.60800004005432,True,False,True
26.942999839782715,True,False,True
27.35800004005432,True,False,True
27.721999883651733,True,True,True
28.10800004005432,True,True,True
28.54699993133545,True,True,True
28.930999994277954,True,True,True
29.31500005722046,True,True,True
29.72000002861023,True,True,True
30.51099991798401,True,True,True
